pid,experimental_block,state,congressional_district,treatment_assignment,estimated_turnout_2018,clinton_votes_2016,trump_votes_2016,total_votes_2016,house_dem_votes_2018,house_rep_votes_2018,house_total_votes_2018,number_registered_voters,number_targets
6578,723,NV,3,Treatment,635.60106,620,475,1184,558,314,932,1881,1762
6579,875,OH,12,Treatment,639.43107,277,373,678,269,285,565,967,177
6580,1129,VA,10,Treatment,1334.23023,401,687,1148,445,738,1183,2121,657
6581,607,MN,3,Treatment,1416.06267,1197,633,1997,1113,693,1809,2275,884
6582,944,PA,16,Treatment,539.30772,220,427,672,235,275,514,945,273
6583,1347,WA,5,Treatment,93.17799,20,69,96,19,59,78,120,41
6584,371,IL,6,Treatment,583.32897,302,274,624,284,249,533,947,76
6585,1283,WA,3,Treatment,973.3179,248,634,937,286,664,950,1326,902
6586,1066,PA,16,Treatment,701.66712,188,602,827,183,482,676,1047,181
6587,1181,VA,7,Treatment,2170.41597,1627,741,2452,1481,598,2098,3714,1597
6588,329,IL,12,Treatment,400.48824,154,269,445,146,242,396,651,553
6589,803,OH,12,Treatment,873.93888,273,671,1009,289,495,802,1510,408
6590,1265,WA,3,Treatment,57.55851,27,32,60,34,29,63,84,84
6591,746,NV,3,Treatment,748.02198,260,583,912,272,457,781,1249,1074
6592,197,FL,6,Treatment,2245.62555,1347,1424,2883,1178,1166,2407,4801,1349
6593,1141,VA,10,Treatment,1280.76618,934,525,1543,939,535,1474,2708,167
6594,499,IL,12,Treatment,547.01547,293,266,615,273,240,543,973,786
6595,741,NV,4,Control,546.53301,296,377,719,274,340,636,976,445
6596,635,MN,3,Treatment,1289.24277,890,620,1681,868,633,1504,1782,560
6597,396,IL,12,Control,388.42416,132,252,411,129,187,323,739,667
6598,1151,VA,10,Treatment,2013.80223,1350,1004,2511,1101,809,1910,3707,422
6599,476,IL,14,Treatment,374.89464,199,201,420,178,187,365,563,260
6600,1165,VA,7,Treatment,2119.23651,1006,1092,2255,1010,844,1876,3479,1291
6601,523,IL,12,Treatment,533.83296,163,441,627,170,295,481,945,853
6602,1103,VA,7,Treatment,879.83805,198,747,1002,221,631,867,1317,309
6603,527,IL,14,Control,1156.75332,375,731,1167,401,625,1026,1742,922
6604,690,NV,4,Treatment,400.01352,309,289,650,304,212,550,981,319
6605,895,OH,12,Treatment,525.99105,221,372,622,185,285,476,1086,139
6606,728,NV,4,Control,795.73908,245,651,958,244,564,866,1429,883
6607,457,IL,13,Treatment,520.91748,152,406,594,151,351,502,776,33
6608,1228,WA,3,Treatment,357.12102,72,244,350,110,257,367,487,421
6609,74,FL,6,Treatment,1721.92038,704,1223,2003,717,1051,1812,2598,534
6610,412,IL,13,Control,130.68345,46,73,131,53,58,112,184,5
6611,1227,WA,5,Treatment,793.41192,383,371,848,465,405,870,1390,116
6612,820,OH,1,Treatment,297.83133,333,48,389,250,35,287,781,734
6613,546,MN,8,Treatment,1154.79381,878,427,1472,898,349,1311,1708,423
6614,878,OH,1,Treatment,442.37712,547,57,619,309,40,358,1394,1312
6615,520,IL,14,Treatment,419.37513,200,251,474,187,233,420,698,229
6616,1089,PA,16,Treatment,357.81117,119,281,421,134,197,333,571,85
6617,679,NV,4,Treatment,338.91525,396,187,626,331,112,467,927,440
6618,915,PA,7,Treatment,886.20678,514,467,1010,479,380,875,1446,1
6619,632,MN,3,Treatment,1098.35631,726,511,1368,735,550,1287,1473,500
6620,909,PA,16,Treatment,1410.84204,375,1046,1493,410,931,1351,1933,298
6621,876,OH,12,Treatment,681.50571,338,317,695,333,291,630,908,454
6622,515,IL,6,Control,662.25375,336,289,683,278,311,589,946,58
6623,605,MN,1,Treatment,225.58875,76,188,284,74,172,247,325,180
6624,1114,VA,5,Treatment,1656.37806,406,1303,1783,395,1085,1480,2686,916
6625,1296,WA,3,Treatment,705.67644,323,377,748,312,396,708,970,422
6626,915,PA,16,Treatment,328.38885,122,240,374,137,184,326,527,86
6627,855,OH,12,Treatment,584.59833,405,227,678,387,185,586,949,301
6628,636,MN,3,Treatment,1072.44666,849,363,1338,815,431,1246,1462,682
6629,689,NV,4,Treatment,756.67143,168,729,963,157,651,844,1366,668
6630,1113,VA,10,Treatment,1642.90788,676,426,1211,706,498,1204,2395,1188
6631,819,OH,1,Control,959.0247,839,144,1028,831,138,984,1647,1316
6632,529,MN,8,Treatment,1095.63828,503,836,1435,499,661,1202,1532,821
6633,710,NV,3,Treatment,620.98407,460,404,939,455,309,800,1303,1235
6634,777,NV,3,Treatment,764.50947,597,505,1179,505,416,958,1725,1452
6635,503,IL,6,Treatment,426.50238,236,164,443,264,158,423,788,214
6636,1320,WA,5,Treatment,249.68208,58,142,225,83,152,235,349,120
6637,874,OH,1,Treatment,559.87032,633,133,781,473,78,557,1230,1121
6638,577,MN,8,Treatment,95.42775,34,55,91,35,61,104,142,21
6639,747,NV,4,Treatment,841.67598,1027,366,1493,822,261,1126,2510,1016
6640,541,MN,2,Treatment,1633.86885,674,1570,2402,746,1239,1989,2642,2165
6641,931,PA,10,Treatment,1243.2375,764,668,1509,737,538,1277,2252,21
6642,833,OH,12,Treatment,1081.72176,397,811,1268,394,598,1014,1754,435
6643,1137,VA,7,Treatment,1810.05318,926,808,1806,906,733,1657,2920,810
6644,733,NV,4,Treatment,805.07094,835,420,1337,715,335,1093,2100,894
6645,806,OH,1,Control,899.07066,848,178,1053,709,155,878,1652,1273
6646,740,NV,3,Treatment,700.54998,354,533,947,345,400,806,1247,1051
6647,1105,VA,2,Treatment,986.76099,538,579,1185,485,446,931,1851,884
6648,401,IL,12,Treatment,785.61129,370,443,872,355,341,722,1362,1134
6649,914,PA,11,Treatment,1253.58717,361,973,1409,392,773,1165,1941,727
6650,1240,WA,5,Treatment,635.69265,173,448,668,201,430,631,894,303
6651,946,PA,10,Treatment,2052.75636,558,1742,2402,553,1498,2053,3304,11
6652,554,MN,8,Treatment,36.86175,17,23,45,29,12,42,57,8
6653,524,IL,14,Treatment,947.63658,557,403,1019,559,383,942,1464,259
6654,1082,PA,10,Treatment,1597.08966,646,1063,1790,692,914,1607,2357,46
6655,1351,WA,5,Treatment,225.05598,43,160,224,57,166,223,318,105
6656,1077,PA,10,Treatment,1119.78837,830,731,1640,676,476,1153,1835,8
6657,771,NV,4,Treatment,252.1692,510,73,607,379,57,456,1185,848
6658,317,IL,12,Treatment,984.55251,469,588,1142,459,463,967,1679,1478
6659,493,IL,6,Treatment,1040.94615,462,551,1090,409,523,932,1533,30
6660,821,OH,1,Treatment,681.38445,388,312,729,344,273,620,1035,903
6661,796,OH,1,Treatment,739.27191,352,495,903,294,353,666,1307,705
6662,219,FL,16,Treatment,73.01271,58,24,90,63,19,85,127,61
6663,421,IL,13,Treatment,583.51731,385,255,690,349,196,545,1363,2
6664,1137,VA,5,Treatment,1534.05123,971,615,1631,868,502,1370,2442,717
6665,1177,VA,10,Treatment,1972.17264,527,1493,2134,545,1268,1813,3380,957
6666,950,PA,16,Treatment,571.34229,259,392,662,248,249,504,830,133
6667,516,IL,13,Treatment,545.60937,133,278,430,153,245,398,815,80
6668,1142,VA,10,Treatment,1476.15216,874,545,1533,888,537,1425,2498,275
6669,1237,WA,3,Treatment,735.25485,285,412,760,361,455,816,1235,990
6670,994,PA,16,Treatment,60.14625,22,56,80,14,40,56,98,17
6671,763,NV,4,Treatment,627.98103,190,533,757,212,485,722,1029,369
6672,604,MN,3,Treatment,1012.29396,686,467,1283,689,457,1149,1384,383
6673,594,MN,1,Treatment,255.59673,74,227,316,81,205,286,332,185
6674,1160,VA,7,Treatment,2024.36346,566,1294,1949,678,1188,1890,3148,742
6675,409,IL,12,Control,489.81945,235,285,540,221,230,464,752,668
6676,1210,WA,3,Treatment,367.79835,139,267,447,157,236,393,674,559
6677,586,MN,8,Treatment,142.78494,19,136,172,28,94,127,212,141
6678,809,OH,12,Treatment,808.10115,424,357,830,419,320,744,1104,325
6679,1166,VA,1,Treatment,1875.59292,904,621,1648,1115,656,1771,3317,1396
6680,324,IL,12,Treatment,814.52406,219,536,812,235,496,748,1160,1029
6681,412,IL,12,Treatment,472.48959,197,303,515,193,202,405,734,635
6682,1169,VA,5,Treatment,60.80286,13,44,63,19,41,60,86,26
6683,721,NV,3,Control,811.07718,679,554,1311,597,437,1093,1832,1716
6684,1314,WA,3,Treatment,509.92926,182,307,540,203,305,508,779,490
6685,1097,VA,2,Treatment,1558.10715,1037,785,1991,956,647,1603,3927,1086
6686,406,IL,14,Treatment,1353.28353,517,770,1379,618,670,1288,2289,1073
6687,1184,VA,2,Treatment,1188.57246,600,715,1448,607,556,1163,2658,1214
6688,983,PA,16,Treatment,334.05711,56,313,397,65,250,320,474,96
6689,1038,PA,11,Treatment,592.31511,378,308,720,334,271,605,942,217
6690,1061,PA,16,Treatment,339.39255,380,87,482,265,42,309,957,294
6691,287,FL,6,Treatment,842.0475,246,640,919,253,588,852,1411,540
6692,731,NV,3,Treatment,409.76076,515,224,788,465,121,638,1515,1413
6693,375,IL,6,Control,414.65502,281,142,460,261,132,393,677,126
6694,698,NV,4,Treatment,29.71773,5,27,34,8,22,30,51,25
6695,330,IL,13,Treatment,454.86948,109,315,435,124,200,325,710,161
6696,644,MN,1,Treatment,1333.43688,671,832,1637,756,654,1415,1821,1422
6697,1266,WA,3,Treatment,393.63705,114,262,425,144,241,385,642,424
6698,1111,VA,1,Treatment,1071.10119,413,650,1100,336,572,908,1585,273
6699,412,IL,12,Treatment,639.74325,275,363,675,283,250,552,927,818
6700,510,IL,6,Treatment,824.63121,371,372,824,353,417,770,1159,17
6701,1102,VA,1,Control,932.58228,406,513,954,346,469,815,1453,210
6702,339,IL,14,Treatment,622.30632,331,235,618,374,214,588,862,326
6703,1044,PA,7,Treatment,1270.4694,794,594,1427,768,482,1282,1789,0
6704,701,NV,3,Control,675.7536,467,470,1006,486,326,859,1378,1133
6705,636,MN,3,Treatment,833.87019,727,382,1211,711,357,1070,1244,370
6706,1072,PA,11,Treatment,544.85988,271,337,659,277,257,534,884,242
6707,959,PA,16,Treatment,251.1888,81,186,279,108,148,259,397,65
6708,870,OH,12,Treatment,896.84283,353,522,927,326,480,816,1265,448
6709,1293,WA,3,Treatment,999.72678,331,641,1032,370,669,1039,1431,934
6710,394,IL,13,Treatment,1242.94854,740,396,1215,776,408,1184,1732,0
6711,1054,PA,10,Treatment,667.41246,417,410,869,396,336,732,1145,3
6712,1075,PA,11,Treatment,319.45689,133,241,393,156,179,335,581,293
6713,530,MN,2,Treatment,791.34663,859,385,1358,817,301,1122,1552,436
6714,490,IL,6,Treatment,328.69329,162,110,297,174,122,296,444,46
6715,482,IL,14,Treatment,443.115,324,234,603,272,157,429,955,444
6716,999,PA,16,Treatment,280.2138,112,214,335,119,131,254,425,75
6717,235,FL,18,Treatment,932.11143,919,348,1306,826,296,1145,1854,943
6718,334,IL,6,Treatment,601.42896,384,218,649,351,202,553,823,220
6719,388,IL,14,Treatment,901.04307,355,476,892,360,426,786,1222,701
6720,1287,WA,5,Treatment,410.85468,176,222,442,181,229,410,562,73
6721,117,FL,16,Treatment,1250.97363,273,1145,1469,288,1008,1307,2135,848
6722,852,OH,12,Treatment,863.66274,649,193,894,669,186,863,1069,830
6723,1185,VA,7,Treatment,2854.49781,1210,1353,2754,1287,1300,2612,4028,1408
6724,843,OH,12,Treatment,476.72853,121,379,520,108,306,427,782,218
6725,1284,WA,5,Treatment,625.9983,148,454,644,190,433,623,889,317
6726,1299,WA,5,Treatment,720.76686,299,421,814,310,439,749,1294,104
6727,550,MN,8,Treatment,835.59363,497,433,1010,477,350,860,1108,281
6728,1218,WA,5,Treatment,1029.75282,407,534,996,427,561,988,1227,177
6729,1008,PA,10,Control,629.52129,388,330,765,357,289,646,1076,38
6730,708,NV,3,Treatment,615.76086,527,395,975,495,342,882,1510,1276
6731,651,MN,8,Treatment,195.49692,65,177,259,57,133,202,315,49
6732,904,OH,12,Treatment,781.5723,490,365,899,497,335,837,1142,1085
6733,878,OH,12,Treatment,697.46301,724,93,889,783,76,874,1364,476
6734,1061,PA,16,Treatment,238.55196,267,47,325,199,24,225,666,202
6735,209,FL,16,Control,3374.30718,1674,2162,3987,1555,1979,3588,5349,1534
6736,1049,PA,11,Treatment,335.56125,421,98,536,308,72,380,788,495
6737,1044,PA,7,Treatment,1360.30371,871,664,1587,821,513,1373,2104,1
6738,1119,VA,5,Treatment,1111.61106,770,401,1187,683,351,1034,2222,329
6739,336,IL,12,Treatment,280.71819,176,136,337,125,94,232,731,654
6740,462,IL,6,Treatment,595.06152,313,305,678,243,286,531,773,35
6741,1068,PA,10,Treatment,386.00283,229,214,482,243,191,434,727,6
6742,442,IL,14,Treatment,3251.66043,1674,1641,3508,1897,1507,3404,6051,1971
6743,1039,PA,16,Treatment,565.41345,125,506,646,139,401,543,795,142
6744,576,MN,8,Treatment,145.58553,75,76,178,71,59,144,186,47
6745,1244,WA,5,Treatment,446.7915,312,212,607,340,204,544,1307,229
6746,335,IL,12,Control,313.62738,146,188,346,115,128,258,596,534
6747,727,NV,4,Treatment,679.84419,308,449,783,288,409,716,925,745
6748,1162,VA,2,Control,1657.59582,790,998,1949,794,811,1605,2866,1380
6749,846,OH,1,Treatment,405.16707,150,290,459,162,237,405,600,520
6750,978,PA,11,Treatment,231.38343,402,51,467,214,32,246,944,595
6751,213,FL,15,Treatment,1871.73453,764,1556,2446,751,1279,2072,3661,1874
6752,1237,WA,3,Treatment,838.6677,347,497,934,382,528,910,1454,922
6753,712,NV,4,Treatment,449.74302,609,215,875,453,156,636,1394,663
6754,820,OH,12,Treatment,663.38895,212,487,746,216,416,651,1227,260
6755,480,IL,13,Treatment,657.94386,219,340,639,225,310,538,892,41
6756,1008,PA,11,Treatment,1011.7857,327,848,1226,322,677,999,1668,943
6757,567,MN,1,Treatment,631.45887,395,421,907,400,336,739,1058,862
6758,902,OH,1,Treatment,356.37669,133,250,402,143,201,346,509,317
6759,1109,VA,7,Treatment,1186.32528,362,877,1292,404,754,1173,1996,548
6760,984,PA,16,Treatment,501.52878,259,253,538,310,154,467,724,114
6761,725,NV,3,Treatment,476.08482,297,338,682,290,243,558,965,795
6762,1143,VA,10,Treatment,1288.40169,578,540,1188,596,550,1146,1925,352
6763,958,PA,16,Treatment,975.22323,628,453,1132,650,284,942,1749,345
6764,786,NV,3,Treatment,730.27158,699,396,1162,731,318,1102,2208,2097
6765,1178,VA,7,Treatment,1412.29845,615,624,1346,803,632,1441,2272,910
6766,978,PA,7,Control,288.30984,487,71,568,296,45,351,1016,5
6767,1299,WA,5,Treatment,369.0303,178,192,417,216,198,414,715,46
6768,326,IL,12,Treatment,633.09459,127,546,721,183,396,591,988,884
6769,62,FL,6,Control,1790.32908,1462,2063,3683,837,1103,1992,3395,865
6770,660,NV,3,Treatment,570.79404,310,404,750,301,351,679,1017,918
6771,297,FL,6,Treatment,1661.19105,905,1115,2098,837,900,1782,3356,864
6772,885,OH,12,Treatment,464.07879,106,341,471,84,284,382,649,202
6773,402,IL,6,Treatment,310.01409,149,158,327,153,115,268,478,187
6774,956,PA,16,Treatment,1544.50797,618,979,1650,711,728,1443,2281,576
6775,383,IL,13,Treatment,209.49987,47,157,220,43,137,180,318,57
6776,819,OH,12,Treatment,311.94651,506,155,724,452,62,521,1122,216
6777,1096,VA,5,Treatment,471.44727,225,215,452,203,172,375,786,235
6778,1000,PA,16,Treatment,999.64551,250,867,1160,279,648,940,1502,329
6779,347,IL,14,Treatment,744.02556,312,417,794,324,304,628,1309,450
6780,227,FL,16,Treatment,4407.05796,2042,2893,5134,1843,2824,4714,6582,3586
6781,1308,WA,5,Treatment,705.59646,188,460,716,207,487,694,963,310
6782,405,IL,12,Treatment,474.29688,187,287,495,195,180,393,876,798
6783,825,OH,12,Control,582.96132,150,416,597,144,342,492,867,206
6784,434,IL,6,Treatment,727.80768,321,361,749,328,328,656,1053,106
6785,1241,WA,3,Control,173.96295,36,136,178,35,145,180,242,192
6786,556,MN,8,Treatment,49.58115,21,39,65,18,29,48,75,57
6787,295,FL,18,Treatment,2034.49641,1022,2087,3222,672,1447,2136,3099,672
6788,1013,PA,7,Treatment,177.59688,76,161,245,62,104,169,338,0
6789,460,IL,12,Treatment,404.22408,235,217,485,213,138,377,856,635
6790,887,OH,1,Control,752.94204,169,617,821,190,562,773,1103,588
6791,764,NV,3,Treatment,516.87462,457,365,881,448,254,732,1397,1163
6792,518,IL,13,Treatment,454.6863,140,289,456,137,221,360,663,166
6793,1015,PA,11,Treatment,725.717880000001,1246,262,1561,979,172,1151,3034,531
6794,254,FL,18,Treatment,3726.62553,1297,2653,4062,1220,2565,3806,5283,1568
6795,1352,WA,5,Treatment,518.38392,233,278,559,291,275,566,863,57
6796,1292,WA,3,Control,773.38467,415,482,972,415,455,870,1694,1644
6797,1002,PA,7,Treatment,1413.94707,1276,586,1920,1072,420,1518,2931,5
6798,1140,VA,7,Treatment,788.49444,393,392,843,421,335,778,1240,492
6799,140,FL,18,Treatment,88.4424,36,53,91,45,62,107,163,38
6800,740,NV,4,Treatment,686.97273,391,540,992,354,443,822,1303,456
6801,861,OH,12,Control,867.77526,358,499,903,362,514,880,1210,1111
6802,175,FL,16,Treatment,709.39422,428,440,913,372,379,762,1269,403
6803,558,MN,8,Treatment,110.3982,56,50,115,49,51,104,129,73
6804,634,MN,1,Treatment,427.14996,121,395,546,138,318,459,632,531
6805,710,NV,3,Treatment,512.78016,455,364,853,401,247,683,1213,1133
6806,485,IL,12,Treatment,387,95,273,385,120,223,350,600,553
6807,539,MN,1,Control,146.67171,57,95,176,58,88,147,187,166
6808,489,IL,14,Treatment,769.21152,272,496,814,274,392,666,1223,547
6809,820,OH,1,Treatment,485.77014,264,316,610,195,204,416,1238,879
6810,1074,PA,7,Treatment,1403.05689,716,876,1647,672,652,1352,2089,0
6811,1226,WA,5,Treatment,98.70177,24,61,97,36,65,101,138,51
6812,1186,VA,5,Treatment,1222.54977,342,786,1179,341,721,1062,1905,764
6813,655,MN,8,Treatment,245.37477,42,282,339,61,180,251,385,302
6814,1121,VA,1,Treatment,2079.50451,932,1174,2286,964,1082,2046,3595,250
6815,1235,WA,5,Treatment,266.6172,49,182,259,54,201,255,338,110
6816,446,IL,6,Treatment,400.79784,234,174,445,217,145,362,692,204
6817,1199,WA,3,Treatment,385.64292,139,240,412,171,215,386,589,244
6818,875,OH,1,Treatment,632.82369,297,441,766,250,319,588,1106,816
6819,663,NV,3,Treatment,108.00912,68,90,173,75,60,145,262,224
6820,408,IL,13,Treatment,720.10509,755,142,968,736,130,866,1246,0
6821,1237,WA,5,Treatment,269.97378,68,177,276,88,194,282,512,119
6822,831,OH,12,Treatment,672.82401,200,417,655,215,407,629,837,341
6823,607,MN,2,Treatment,1735.5273,1332,865,2403,1317,797,2119,2714,1203
6824,1342,WA,3,Treatment,979.42218,299,618,982,368,658,1026,1466,1048
6825,972,PA,16,Treatment,718.79574,292,456,765,306,338,652,987,183
6826,18,FL,15,Treatment,267.89559,138,183,335,112,149,273,529,187
6827,556,MN,8,Treatment,31.88364,27,16,47,24,14,41,56,21
6828,1274,WA,3,Treatment,474.60648,236,202,479,309,196,505,713,238
6829,234,FL,16,Treatment,526.23744,210,373,601,218,327,555,793,229
6830,1131,VA,2,Treatment,941.21754,357,588,1020,380,498,878,1424,610
6831,561,MN,8,Control,83.30562,11,95,107,14,85,99,114,100
6832,561,MN,8,Treatment,106.63269,58,43,119,63,35,102,136,54
6833,1203,WA,3,Treatment,262.5021,105,141,277,123,142,265,429,162
6834,513,IL,6,Treatment,496.61259,266,185,484,257,198,455,827,149
6835,1313,WA,5,Control,550.33464,205,293,523,216,334,550,796,272
6836,1141,VA,10,Treatment,1318.50255,903,428,1418,472,179,651,2604,125
6837,87,FL,6,Treatment,2169.51426,1213,1442,2785,1099,1156,2293,4262,1187
6838,767,NV,3,Treatment,841.05936,274,592,920,326,502,856,1222,1030
6839,1218,WA,5,Treatment,853.24341,267,486,799,275,544,819,1028,370
6840,385,IL,14,Treatment,572.79612,212,348,598,217,241,458,1097,527
6841,435,IL,13,Treatment,418.23735,970,159,1235,1054,174,1228,1489,0
6842,87,FL,18,Treatment,1903.65558,1259,1262,2611,1116,995,2134,3885,1744
6843,839,OH,1,Treatment,620.80347,198,412,662,203,350,567,961,811
6844,1303,WA,3,Treatment,709.96698,424,300,786,406,348,754,1140,515
6845,777,NV,3,Control,226.78329,179,160,359,167,131,307,493,354
6846,440,IL,12,Treatment,146.84199,56,108,174,52,68,125,320,291
6847,381,IL,12,Treatment,436.79787,363,167,550,318,102,431,866,733
6848,385,IL,14,Treatment,667.42794,249,407,705,251,277,528,1308,795
6849,955,PA,16,Treatment,300.49131,110,223,348,108,173,285,434,85
6850,475,IL,14,Treatment,452.24046,193,218,443,207,191,398,726,414
6851,627,MN,3,Treatment,946.53621,921,437,1509,960,394,1357,1596,362
6852,1075,PA,11,Treatment,189.04434,59,158,231,56,131,187,326,123
6853,1157,VA,7,Treatment,433.58706,204,274,501,211,196,416,872,401
6854,273,FL,18,Treatment,1052.00016,647,746,1450,602,679,1290,1906,820
6855,1263,WA,5,Treatment,162.18783,68,92,172,69,93,162,250,73
6856,322,IL,14,Treatment,473.83635,288,239,557,312,206,518,950,201
6857,459,IL,13,Treatment,496.18302,212,283,526,186,229,416,790,23
6858,1310,WA,5,Control,587.21961,175,345,565,231,375,606,951,84
6859,1112,VA,1,Treatment,543.52731,200,455,677,156,388,544,988,74
6860,602,MN,3,Control,1615.22835,953,804,1950,930,843,1776,2113,1399
6861,322,IL,13,Treatment,556.95363,288,319,654,280,241,521,954,1
6862,1145,VA,2,Treatment,2244.45423,875,1272,2322,946,1121,2067,4143,1394
6863,586,MN,1,Treatment,54.92304,12,58,77,4,31,35,83,70
6864,1139,VA,2,Treatment,876.62724,552,345,979,634,325,959,1987,682
6865,851,OH,12,Control,1081.91655,292,790,1130,284,626,921,1514,474
6866,35,FL,6,Treatment,1531.31385,744,1648,2467,478,1085,1599,2577,1903
6867,865,OH,12,Control,407.21817,143,258,421,120,228,349,665,122
6868,927,PA,10,Treatment,987.28344,547,447,1038,541,427,969,1348,17
6869,904,OH,12,Control,575.76828,359,175,569,394,168,565,754,533
6870,1215,WA,3,Treatment,205.43637,138,93,257,134,81,215,505,307
6871,1125,VA,10,Control,2120.4891,870,910,1931,915,895,1810,3332,1453
6872,634,MN,1,Treatment,138.93687,39,125,187,45,104,149,210,137
6873,466,IL,6,Treatment,539.00457,271,291,603,268,233,501,918,390
6874,410,IL,13,Treatment,129.93525,85,43,140,78,44,122,221,0
6875,1218,WA,5,Treatment,749.03721,224,466,741,247,493,740,1029,356
6876,1200,WA,5,Treatment,123.22209,51,84,147,60,82,142,298,22
6877,1049,PA,11,Treatment,473.87634,514,152,714,436,101,537,1072,242
6878,489,IL,14,Treatment,885.06384,270,569,890,271,450,721,1435,585
6879,48,FL,6,Treatment,866.15244,642,514,1216,531,422,975,1941,423
6880,641,MN,1,Treatment,1048.93383,615,793,1532,729,603,1333,1780,1102
6881,375,IL,6,Treatment,294.36381,165,132,309,129,137,266,482,74
6882,536,MN,8,Treatment,60.74352,19,44,68,16,45,63,80,16
6883,464,IL,12,Treatment,524.78361,256,304,596,255,230,495,873,734
6884,1296,WA,5,Treatment,578.59854,276,315,626,267,312,579,780,89
6885,1099,VA,7,Treatment,2589.42732,1343,1259,2765,1543,1098,2667,4338,1516
6886,214,FL,16,Treatment,2141.16909,1506,1096,2723,1338,966,2352,4013,1702
6887,453,IL,14,Control,730.44315,343,396,807,360,365,725,1149,299
6888,549,MN,2,Treatment,1777.42263,1387,700,2350,1453,690,2154,2631,935
6889,397,IL,6,Treatment,539.90241,189,317,547,208,255,463,838,169
6890,734,NV,4,Control,553.49643,575,294,920,452,193,695,1901,995
6891,701,NV,4,Treatment,522.47322,397,362,796,363,273,660,1088,477
6892,556,MN,8,Control,346.89777,162,210,393,155,158,324,421,148
6893,1186,VA,5,Control,1352.48115,462,1039,1531,388,837,1225,2325,450
6894,504,IL,14,Treatment,517.0965,187,325,540,171,272,443,758,393
6895,486,IL,6,Treatment,840.60657,384,385,822,411,429,840,1251,30
6896,1150,VA,1,Treatment,1070.07822,256,667,977,253,626,879,1561,218
6897,983,PA,16,Treatment,937.63005,196,874,1121,214,701,927,1382,287
6898,1228,WA,3,Treatment,369.11157,156,188,369,177,203,380,508,415
6899,819,OH,1,Treatment,535.49706,724,230,1028,541,95,650,1845,1664
6900,701,NV,4,Treatment,453.71106,356,311,706,282,246,558,996,386
6901,728,NV,4,Treatment,525.4041,150,350,524,173,408,615,996,562
6902,627,MN,8,Treatment,951.92196,1016,369,1550,960,281,1304,1526,916
6903,841,OH,1,Treatment,493.78491,599,16,625,416,27,452,1185,1055
6904,344,IL,14,Control,809.07897,314,403,780,297,378,675,1072,503
6905,626,MN,2,Treatment,1413.22596,694,899,1751,724,894,1622,2009,1012
6906,533,MN,3,Treatment,1419.83721,1021,660,1866,1033,688,1727,2091,914
6907,1154,VA,5,Treatment,820.34196,549,355,936,451,335,786,1528,254
6908,393,IL,13,Treatment,336.37653,93,239,367,94,195,289,528,118
6909,412,IL,12,Treatment,80.05611,26,55,88,29,48,78,103,96
6910,589,MN,2,Treatment,1712.24667,1059,899,2149,1060,787,1854,2326,969
6911,1348,WA,5,Control,452.13468,106,274,432,172,292,464,707,209
6912,801,OH,1,Treatment,297.40434,260,73,347,235,49,288,620,516
6913,375,IL,6,Treatment,272.02875,281,261,604,123,117,240,388,14
6914,81,FL,16,Treatment,595.28469,377,688,1108,329,350,695,1256,390
6915,428,IL,12,Treatment,306.45498,200,130,345,151,75,236,693,591
6916,166,FL,15,Treatment,619.62183,331,509,879,295,395,708,1409,495
6917,563,MN,8,Treatment,106.27536,80,55,148,73,47,129,167,30
6918,1128,VA,2,Treatment,2352.71232,709,1142,1983,795,1163,1958,3333,1795
6919,584,MN,1,Control,124.59207,40,101,152,52,88,140,175,160
6920,1346,WA,5,Treatment,642.01107,178,407,647,208,429,637,866,69
6921,356,IL,14,Treatment,351.8862,147,239,415,155,181,336,578,229
6922,1048,PA,10,Treatment,716.6079,350,520,907,328,373,702,1332,15
6923,1277,WA,5,Treatment,283.65423,150,140,332,188,129,317,689,12
6924,629,MN,1,Treatment,1089.07992,676,500,1266,727,485,1214,1395,418
6925,652,MN,2,Treatment,66.8349,17,59,87,19,48,68,99,93
6926,574,MN,8,Treatment,1241.47665,769,564,1421,712,579,1322,1566,434
6927,1118,VA,10,Treatment,1649.1747,1043,660,1796,1147,701,1848,3151,237
6928,488,IL,13,Treatment,461.75937,174,282,497,148,256,404,742,19
6929,500,IL,12,Treatment,794.68515,558,358,1001,520,263,813,1699,1092
6930,807,OH,1,Treatment,717.15099,503,310,856,458,205,674,1488,1224
6931,1155,VA,7,Treatment,1424.35866,764,554,1422,878,532,1425,2123,918
6932,411,IL,14,Treatment,1183.37247,486,630,1184,584,546,1130,2004,681
6933,491,IL,13,Treatment,505.34976,177,364,586,132,304,436,905,71
6934,564,MN,2,Treatment,435.61752,935,42,1025,988,60,1048,1080,216
6935,1103,VA,5,Treatment,928.13307,265,760,1037,229,668,897,1492,525
6936,369,IL,12,Treatment,228.31452,124,119,265,101,105,214,529,481
6937,1050,PA,10,Treatment,707.43084,244,528,804,261,440,701,965,4
6938,482,IL,14,Treatment,532.88094,280,260,579,300,185,485,1095,498
6939,368,IL,13,Treatment,563.32494,297,202,550,363,208,571,882,0
6940,1055,PA,10,Treatment,791.66397,488,486,1026,448,379,827,1524,20
6941,1255,WA,3,Treatment,50.65056,57,60,123,23,31,54,75,65
6942,340,IL,14,Control,577.18083,282,247,559,303,237,540,795,230
6943,847,OH,1,Control,921.48828,189,727,954,176,669,859,1138,836
